ആർക്ക෠പ്പം	ആർക്ക്+ഒപ്പം
മി඾ാരങ്ങൾ	മിന+ആരങ്ങൾ
ഒന്ന෗വീതവും	ഒന്നു+വീതവും
ശക്ത෕പോലും	ശക്തി+പോലും
ഉണക്ക෗ന്ന	ഉണക്ക+ഉന്ന
മര෗പ്രദേശങ്ങൾ	മരു+പ്രദേശങ്ങൾ
സന്തයസഹചാരി	സന്തത+സഹചാരി
അവരයിനെ	അവര+അതിനെ
നായകฑമാരുടെ	നായകൻ+മാരുടെ
പඵയില്ലാ	പട+ഇല്ലാ
ഏයാണ്ട	ഏത്+ആണ്ട
പു්ക്കര	പുഴ+അക്കര
പෘഅവന്റെ	പൂ+അവന്റെ
അത്ෆമേല്	അത്ര+മേല്
എച്ചෘര്	എച്ച്+ഊര്
പ്രതീക്෍കൾ	പ്രതീക്ഷ+കൾ
വിപത്തොന്നും	വിപത്ത്+എന്നും
ജാംബവാ඾ും	ജാംബ+വാനും
നദූമുഖത്ത്	നദീ+മുഖത്ത്
സ്മാෆകത്തിൽ	സ്മാരക+അത്തിൽ
തൊല෕ക്കു	തൊലി+കു
പുതിළവകുപ്പുകൾ	പുതിയ+വകുപ്പുകൾ
തോ෈ിന്	തോൽ+ഇന്
കുത്ത෕വച്ചു	കുത്തി+വച്ചു
പുණയുയര്ന്നു	പുക+ഉയര്ന്നു
ഒന്ന෗വരുന്ന	ഒന്നു+വരുന്ന
പുസ്തക඘ഭൗതിക	പുസ്തകം+ഭൗതിക
റാല෕യുടെ	റാലി+ഉടെ
നിലനിറുത്തുණയും	നിലനിറുത്തുക+ഉം
കമ෈മ്മ	കമല+അമ്മ
അതിസമ്പന്඾യായ	അതിസമ്പന്ന+ആയ
ശാല෕യാത്തി	ശാലി+ആത്തി
പേര෗കാരുടെ	പേരുക+ആരുടെ
ക്രിළോൾ	ക്രിയ+ഓൾ
ചോട്ട෕ൽ	ചോട്ട+ഇൽ
അമ്പലപ്പട෕യില്	അമ്പലപ്പടി+ഇല്
സාവക്താവ്	സഹ+വക്താവ്
പരിതാപහെന്തേ	പരിതാപം+എന്തേ
തോ෈േരി	തോല+ഏരി
സാധ്യයഗ്രൂപ്പ്	സാധ്യത+ഗ്രൂപ്പ്
പ്രധാന෕മാരും	പ്രധാനി+മാരും
കാര്ന്ന෗തിന്നുന്നു	കാര്ന്നു+തിന്നുന്നു
എടക്ණാടിന്റെ	എട+കാടിന്റെ
ക്ഷേത്രහിപ്പോൾ	ക്ഷേത്രം+ഇപ്പോൾ
തെക്ക෣തെക്ക്	തെക്ക്+തെക്ക്
കുറ്റപ്പെടുത്යിപരിസ്ഥിതി	കുറ്റപ്പെടുത്തി+പരിസ്ഥിതി
മുതലായ෋യാണു	മുതലായവ+ആണു
ഹർത്താณശബരിമല	ഹർത്താൽ+ശബരിമല
പിള്෉യും	പിള്ള+ഉം
താഴ്ത്ത෕യതും	താഴ്ത്തി+യതും
വസ്ത෗കൊണ്ട്	വസ്തു+കൊണ്ട്
സ്ഥാനാർഥ෕കളോട്	സ്ഥാനാർഥി+കളോട്
എക്സിക്യൂട്ടീവി඾്റെ	എക്സിക്യൂട്ടീവ്+ഇന്റെ
കൃഷ്ണฑകുട്ടി	കൃഷ്ണൻ+കുട്ടി
ഒടළം	ഒടയ+അം
അസോസിയേഷനොയും	അസോസിയേഷൻ+എയും
മ඾സ്സു	മന+സു
ഇടുക്കു඘പാറ	ഇടുക്കും+പാറ
തഴുതാහയും	തഴുതാമ+ഉം
പട്ടേ෈ും	പട്ടേൽ+ഉം
ഇത෗കേട്ടു	ഇതു+കേട്ടു
തിര෗മന	തിരു+മന
പെട്ട෋	പെട്ട+അവ
ആറി෈ൊന്നു	ആറിൽ+ഒന്നു
പരത്ത෗ം	പര+തും
എന്നොയല്ല	എന്നെ+അല്ല
അനുവിനോട෗ം	അനുവിന്+ഓടും
കാനුനിൽ	കാന+ആനിൽ
കക്കුകുന്ന്	കക്കാ+കുന്ന്
പ്ෆാധാനം	പ്ര+ആധാനം
പ്രതിസന്ധ෕യും	പ്രതിസന്ധി+ഉം
നിശ്ച෈ബുദ്ധി	നിശ്ചല+ബുദ്ധി
വർ෍മിതുവരെ	വർഷം+ഇതുവരെ
മ෈യിറക്കം	മല+ഇറക്കം
കുംഭമേ෉യിൽ	കുംഭമേള+അയിൽ
കടന്ന෣പോലീസിനെ	കടന്ന്+പോലീസിനെ
ഉടമ്പട෕കളായ	ഉടമ്പടി+കളായ
മല്෈പള്ളി	മല്ല+പള്ളി
ഏഴෆശ്ശനി	ഏഴര+ശനി
ചെറ෗വല്ലം	ചെറു+വല്ലം
ഫ෗ഫു	ഫു+ഫു
കാറ෕ത്തുപ്പും	കാറി+തുപ്പും
കෞകൂലി	കൈ+കൂലി
ഇരുളය്ത്	ഇരുൾ+അത്ത്
കഴിവෝറിയ	കഴിവ്+ഏറിയ
ഇടയ്ക്ණോട്	ഇടയ്ക്ക്+ഓട്
ക෈ാവ്	കൽ+ആവ്
കുഞ്ഞ෕യാണ്	കുഞ്ഞി+ആണ്
തുടෆത്തുടരെ	തുടര+തുടരെ
ഇനിയുහുണ്ടാകട്ടെ	ഇനിയും+ഉണ്ടാകട്ടെ
ബ෕രാഘവൻ	ബി+രാഘവൻ
മുരിങ്දോടി	മുരിങ്ങ+ഓടി
ബലහില്ലാത്ത	ബലം+ഇല്ലാത്ത
വാക്കേറ്റහുണ്ടായി	വാക്കേറ്റം+ഉണ്ടായി
മൂക്കുത്ത෕യുണ്ട്	മൂക്കുത്തി+ഉണ്ട്
പുസ്തകහടക്കം	പുസ്തകം+അടക്കം
ഓട෕ത്തുടങ്ങുക	ഓടി+തുടങ്ങുക
തെറ෕ച്ചാൽ	തെറിച്ച+ആൽ
ഉ෇ുവ	ഉറ+ഉവ
ആചാരങ്ങ෉ാലും	ആചാരങ്ങൾ+ആലും
ബാ෈പൂര്	ബാല+പൂര്
കലിംතമലയാള	കലിംഗ+മലയാള
പണക്കാര඾ും	പണ+കാരനും
വിരക്ത෕യും	വിരക്തി+ഉം
വെള്෉പുലി	വെള്ള+പുലി
അടുക്കෘർ	അടു+കൂർ
ഒള෕ച്ചാലും	ഒളി+ചാലും
ലഭിച്ച෗പ്രമുഖ	ലഭിച്ചു+പ്രമുഖ
ക෗മുത	കുമ+ഉത
ഇരിക്ණണം	ഇരിക്ക+ണം
മാല෣വാ	മാല്+വാ
കന෣നു	കന്+നു
എฑകിര	എൻക+ഇര
എന്തොന്നു	എന്+തെന്നു
കമ෈യാണ്	കമല+ആണ്
വിധേയහായ	വിധേയം+ആയ
ചാലുණൾ	ചാലുക+അൾ
താമ෎ിച്ച	താമസ+ഇച്ച
സ඘സാരവും	സം+സാരവും
വෆച്ചിരിക്കുന്ന	വര+ചിരിക്കുന്ന
കരඹത്തടിച്ചു	കരണ+തടിച്ചു
വീෆപുത്രനെ	വീര+പുത്രനെ
മട്ട෕യാസ്	മട്ടി+ആസ്
അഞ്ചුക്കി	അഞ്ച്+ആക്കി
കല്ല෉യുടെ	കല്ലള+ഉടെ
ഉപയോഗിക്കുന്ന෗തെക്കൻ	ഉപയോഗിക്കുന്നു+തെക്കൻ
ഇന്ന෋	ഇന്ന്+അവ
ആട෕ൻ	ആട+ഇൻ
ഇദ്ദേഹവുහുണ്ടായിരുന്നു	ഇദ്ദേഹവും+ഉണ്ടായിരുന്നു
ഭൗതിණത്തിൽ	ഭൗതിക+തിൽ
മോശහാണെങ്കിലും	മോശം+ആണെങ്കിലും
ചെറിළകാവ്	ചെറിയ+കാവ്
ശര෕യല്ലെങ്കില്	ശരി+അല്ലെങ്കില്
നූസി	നീ+സി
നടുവ඾ാട്ടെ	നടുവൻ+ആട്ടെ
പിളർപ്പ෕ന്റെ	പിളർപ്പ്+ഇന്റെ
സമ෈തലങ്ങൾ	സമല+തലങ്ങൾ
ചിത്രകാരฑമാരെ	ചിത്രകാരൻ+മാരെ
ഭീമസേന඾ാൽ	ഭീമസേനൻ+ആൽ
ചാത്തന෣മാരും	ചാത്തന്+മാരും
സ്പെയി඾ിൽ	സ്പെയിൻ+ഇൽ
ഗോതമ്പ෣മാവ്	ഗോതമ്പ്+മാവ്
അതിരി෈ായി	അതിരിൽ+ആയി
അപരാധහാണ്	അപരാധം+ആണ്
ഋത෗വില്	ഋതു+വില്
മഹුസുന്ദരി	മഹാ+സുന്ദരി
ആകർഷണീළനായ	ആകർഷണീയ+നായ
ബില്෈റ്റ്	ബില്ല+അറ്റ്
വരොയിടും	വരെ+ഇടും
ബഹുമുඬവൈകല്യം	ബഹുമുഖ+വൈകല്യം
പൂവ෣വാര്	പൂവ്+വാര്
കെടුയ	കെട+ആയ
തല്ല෕യുണ്ടായ	തല്ലി+ഉണ്ടായ
അപ്സരസ്സുക෉ുടെ	അപ്സരസ്സുകൾ+ഉടെ
ആരුയാന്	ആരാ+ആന്
ശോഷ෕ത്	ശോഷി+ത്
സാമൂഹിණമായും	സാമൂഹിക+മായും
ശിക്ഷിക്കുණയല്ലേ	ശിക്ഷിക്കുക+അല്ലേ
ഒഴിവ෣അസിസ്റ്റന്റ്	ഒഴിവ്+അസിസ്റ്റന്റ്
കുരുവුയ	കുരു+വായ
നടുവ෕ല്	നടു+വില്
ചെറ෕യുള്ളി	ചെറിയ+ഉള്ളി
പടവ඾ും	പടവൻ+ഉം
ചക്രහുള്ള	ചക്രം+ഉള്ള
പത്രහുടമ	പത്രം+ഉടമ
പെരുന്തച്ച඾ാണ്	പെരുന്തച്ചൻ+ആണ്
ആശ്രമහാണ്	ആശ്രമം+ആണ്
ഗുജറാത്ത෕ലോ	ഗുജറാത്തി+ലോ
സ്ഥ෈ത്തിന്റെ	സ്ഥല+അത്തിന്റെ
അരയฑകാവ്	അരയൻ+കാവ്
ഇത෣ചെങ്കൊടി	ഇത്+ചെങ്കൊടി
വിമലහചലം	വിമലം+അചലം
പറഞ്ഞ෗മൊത്തം	പറഞ്ഞു+മൊത്തം
അടിහച്ചങ്ങല	അടിമ+ചങ്ങല
പടහറ്റം	പട+മറ്റം
പദ്ധത෕മൂലവും	പദ്ധതി+മൂലവും
ഭവിക്കുന്඾വന്	ഭവിക്കുന്ന+വന്
മഞ്ഞ෗ള്ള	മഞ്ഞ+ഉള്ള
ലക്ഷ്മඹസ്വാമി	ലക്ഷ്മണ+സ്വാമി
ഓഷധ෕കളിൽ	ഓഷധി+കളിൽ
ആവ෕ക്കപ്പല്	ആവി+കപ്പല്
ഹവിസ്സ෕ന്റെ	ഹവിസ്സ്+ഇന്റെ
എന്ന෣ചക്ക	എന്ന്+ചക്ക
ഓറഞ്ച෣പട	ഓറഞ്ച്+പട
പറങ്ക෕പ്പുസ്തകങ്ങൾ	പറങ്കി+പുസ്തകങ്ങൾ
ഹര෕തിരി	ഹരി+തിരി
മേලക്	മേധ+അക്
വികസ്വෆരാജ്യത്ത്	വികസ്വര+രാജ്യത്ത്
ഉറക്ക඘കെടുത്തുന്ന	ഉറക്കം+കെടുത്തുന്ന
ചാനല෣മേട്	ചാനല്+മേട്
പ്രണയ඘ആത്മാവിന്	പ്രണയം+ആത്മാവിന്
ചിത෣തിന്റെ	ചിത്ത്+ഇന്റെ
സ്മരඹയുണർത്തുന്ന	സ്മരണ+ഉണർത്തുന്ന
പ്രതിഷേලസംഗമം	പ്രതിഷേധ+സംഗമം
വിവാദහാവുന്ന	വിവാദം+ആവുന്ന
കൊ෈ക്കും	കൊല+അക്കും
ഹിമാലළയിൽ	ഹിമാലയ+ഇൽ
ഗാലിബ്പത෕മൂന്നാം	ഗാലിബ്+പതിമൂന്നാം
എഴ෗തും	എഴുത്+ഉം
വല്ළച്ഛൻ	വല്യ+അച്ഛൻ
മധ്യവേ඾ല്	മധ്യ+വേനല്
കൊയ്ത෣തൊഴിഞ്ഞ	കൊയ്ത്ത്+ഒഴിഞ്ഞ
യോജക඾ാണ്	യോജകൻ+ആണ്
മാറ്റങ്ങ෉ാണു	മാറ്റങ്ങൾ+ആണു
പ്രവർത്ത඾ത്തിൽ	പ്രവർത്തന+അത്തിൽ
മൂ෈ത്തിന്റെ	മൂല+തിന്റെ
സාായ്	സഹ+ആയ്
എฑസേതു	എൻ+സേതു
യു෋ാവു	യുവ+ആവു
വക്കුനും	വക്ക്+ആനും
പദവ෕യല്ലാതെ	പദവി+അല്ലാതെ
ലൈബ്രറ෕യാക്കി	ലൈബ്രറി+യാക്കി
രക്ഷസ്സ෗ം	രക്ഷസ്സ്+ഉം
കയ෗ം	കയ്+ഉം
ഏകණമായി	ഏകകം+ആയി
അടുത്ത෕ടത്തേക്ക്	അടുത്ത്+ഇടത്തേക്ക്
വളർച്ධയെയും	വളർച്ച+എയും
നඵയാത്രക്കാരെ	നട+യാത്രക്കാരെ
പൊറුട്ടു	പൊറാ+ടു
പറഞ്පതിന്	പറഞ്ഞ+തിന്
അവജ്පയോടെ	അവജ്ഞ+ഓടെ
രහായി	രമ+ആയി
പയ്യാ඾ാട്	പയ്യാന+ആട്
വൃക്ණതട്ടിപ്പ്	വൃക്ക+തട്ടിപ്പ്
കෞവെച്ചു	കൈ+വെച്ചു
പാത෕പ്പാറ	പാതി+പാറ
ചലച്ചിത്ര඘ആവനാഴി	ചലച്ചിത്രം+ആവനാഴി
വര്ළയയിൽ	വര്യ+അയിൽ
ആദ്ළവെള്ളി	ആദ്യ+വെള്ളി
അകി෈യിൽ	അകിൽ+അയിൽ
അധിവാസ෕കളിൽ	അധിവാസി+കളിൽ
ഔട്ട്പോസ്റ്റ෕ന്റെ	ഔട്ട്പോസ്റ്റ്+ഇന്റെ
ജാහില്	ജാമ+ഇല്
ശ്യാහില്	ശ്യാമ+ഇല്
ആനහാളം	ആന+മാളം
കീകඵപുരം	കീകട+പുരം
പു්ശുചീകരണം	പുഴ+ശുചീകരണം
കരതാര෕ല്	കരതാർ+ഇല്
ചുര෕ദാർ	ചുരി+ദാർ
ഓയില෣പാം	ഓയില്+പാം
മല്ലฑകാണി	മല്ലൻ+കാണി
സങ്കඵയാത്ര	സങ്കട+യാത്ര
തന്നොയുള്ളില്	തന്നെ+ഉള്ളില്
കുഞ്ഞമ്හൻ	കുഞ്ഞമ്മ+അൻ
